,,labels,text,ppl
28614,洗发水,1,物流快，是正品，可以放心购买。,5.802714368304991
46948,衣服,0,真的很烂，还会脱线，非常的偏大,30.66441754725527
28916,洗发水,1,不知道是不是真品，味道一般般。,2.924348018322694
18281,水果,1,货真价实，物流很快，很不错的!,8.686097329112219
43193,衣服,0,还可以就是有点大勒袖子很长。,23.480409429011363
32934,洗发水,0,大约因人而异吧，反正不适合我,4.656186175231935
15881,水果,1,应该挺好的，给爸妈直接寄过去了,13.581529796568642
42017,衣服,1,一次买三件，质地还行，有点薄,12.589756617383001
33038,洗发水,0,价钱变的太快啦太快啦！刚买又降,11.348970144293443
25847,洗发水,1,一直用潘婷的习惯了，套装划算,103.06034387793662
8800,平板,0,的买了没多久这**的就降价了,4.3749368459081195
15834,水果,1,真心不错，质量没得说，包装也好,6.251426127476889
5469,平板,1,便捷的平板，看电影看小说很方便,6.885520944517054
36646,蒙牛,1,蒙牛的草料运输，以成本换安全。,16.12736512898374
16884,水果,1,多次购买，看着个头挺大，没称过,11.579377288151859
12504,平板,0,质量一般般，网速太慢，卡卡卡,6.715259054018002
42396,衣服,1,面料不错，价格实惠，穿上很舒服,3.9507682036600182
13065,平板,0,快递员太次了！ 说不让开箱验货,39.97958302714157
33965,洗发水,0,一般般吧！没有在广东买的好用,23.456095296691725
45315,衣服,0,不行，跟图片上不一样，骗子。,17.244223968709758
42013,衣服,1,怎么说呢。这个价位我就这样吧,13.31200801483622
29382,洗发水,1,比超市便宜，一直在用，感觉不错,3.920939612408151
30862,洗发水,0,送来的东西和主页根本不是一回事,4.552795296087077
18837,水果,1,价格实惠，购买方便！！！！！！,3.2276117489869343
45023,衣服,0,非常差的东西，布料差，线头很多,26.044043324081844
31284,洗发水,0,包装真的不敢恭维，东西不咋样,17.937238544194223
3559,平板,1,给老爸买的！老爸很满意！开心！,2.707444226732364
40345,衣服,1,质量不错，很合身，以后还来。,23.821839349194583
16624,水果,1,很好很好很好的大家买吧下次还来,11.356342927757732
23833,水果,0,超级小超级小，小到没有吃的欲望,3.693063454325143
10184,平板,0,京东就这点不爽 居然没有差评,115.63431475672141
23148,水果,0,有些外面有伤，有些直接是这样子,17.37050122275537
12201,平板,0,买的这是什么垃圾啊，充满电放*,28.94878051104954
43156,衣服,0,太大了，跟我选的码数偏大太多,33.06964281406925
31656,洗发水,0,不怎么样～用几天头皮就开始痒了,8.693217977024347
46981,衣服,0,衣服有一股怪味 感觉不是纯棉的,12.288003419928629
15759,水果,1,苹果很脆，京东直采，值得回购！,40.154666198802396
35023,洗发水,0,说好的送梳子，却在骗人，没有送,80.18977967157394
47814,衣服,0,与网上照片不符，看着像旧衣服,7.458592011399563
16889,水果,1,打了腊，不是很新鲜，胜在便宜。,19.794820085337136
12933,平板,0,屏幕有裂纹，客服说签收了不理。,27.416289320206985
57768,酒店,0,酒店坊间很小，陈旧，服务一般吧,20.60189701842405
41163,衣服,1,快递不发短信不打电话神马意思,7.984287801928028
32562,洗发水,0,昨天晚上买 今天早上就降价?,19.937147275458987
26499,洗发水,1,一直在用这个品牌，好用有效果、,8.97153543390658
33851,洗发水,0,没找到生产日期截止日期果断差评,8.90117554600961
34827,洗发水,0,产品质量不是很好，不是很满意。,3.663757288641651
3579,平板,1,看视频，玩游戏好好老是自动休屏,21.304714113525385
46117,衣服,0,不值那个价，料不好！线头多！,107.92292100026143
3765,平板,1,不错，屏幕很大，姨妈挺喜欢的,11.13484431652469
16224,水果,1,还可以啊，只是这阵价格比前面贵,9.792678887072368
44022,衣服,0,要薄的邮递的是厚的，还破了洞,32.74338532969942
47538,衣服,0,我要的明明不是这个款？？ R？,48.25432887271572
39728,衣服,1,衣服挺不错的，穿着比较舒服。,4.784780916576711
43051,衣服,0,真受不了，严重脱色……真他吗的,64.09996641166583
31250,洗发水,0,和商场的不一样，感觉像假的。,5.80736048680681
29658,洗发水,1,包装完好，当天到达，京东给力！,37.36676318142236
14991,手机,0,没有mp3，防火墙等一些功能。,4.537011005996601
38465,衣服,1,质量不错，料子柔软，大小合适,5.817394548644807
20254,水果,1,哈哈，感觉还是可以，下次再来.,3.9019930855469975
26186,洗发水,1,质量没得说，是正品沙宣，味道好,16.841045593187747
45270,衣服,0,图案看着好看 实际裤子很垃圾,11.997574943132802
18480,水果,1,东西没毛病 物流很快 还会购买,21.211763043863492
4785,平板,1,非常好用，货真价实买了两个。,10.154602838594506
57123,酒店,0,黑点，一群乡下人掳钱的寨子。,95.62490914116482
44019,衣服,0,质量一般般，价格再底点就好了,7.965027045210533
41281,衣服,1,颜色不错 穿上很舒服 大小合适,5.862593414909432
44502,衣服,0,太差了，发货发错了，质量也差,9.983234851612236
45102,衣服,0,质量特别差，掉色严重，属于垃圾,5.039149339467785
18293,水果,1,这个果子冷库放久了，芯都烂了。,18.33360984828866
47949,衣服,0,差差差差差差差差差差差差差差,1.0212512931452815
44069,衣服,0,很垃圾，穿一天就有很多小斑点,8.830475270782312
31368,洗发水,0,送的梳子里全是头发！太恶心了,8.668905726860194
15877,水果,1,萍果很新鲜，又甜又脆，很好吃。,6.8452964038002175
20138,水果,1,苹果收到谢谢！谢谢快递哥，辛苦,17.19064366523607
35647,热水器,1,美的美好专卖店美的美好专卖店,1.6859168650223584
27793,洗发水,1,一如既往的好用快递叔叔送货很快,3.8056309625410303
5402,平板,1,不错，屏幕大，用起来眼睛不累,7.0489969320617245
40644,衣服,1,货可以！就是慢不是一般的慢！,5.474121869119987
39813,衣服,1,款式好看，面料好，穿上很舒服,4.370266518119793
38413,衣服,1,衣服非常有型，非常满意的服务,6.225658353427001
9197,平板,0,差评！，屏幕严重失灵，也没人管,14.061673738959982
7339,平板,1,质量就是好，速度就是快，好好,11.818993410406456
21454,水果,0,也就只有便宜的特点了，东西很差,6.382076096243926
38643,衣服,1,质量不错做工精细，面料也很舒服,4.167133765998355
41031,衣服,1,货到了，质量很不错，支持下~,6.455462441018431
9770,平板,0,才用了3个月就充不上电了，郁闷,3.7629251209448205
10590,平板,0,手机有点弯弯的，很失望，华为,8.647532871935882
24214,水果,0,都坏的，没法吃。。。。。。。。,5.872452898738947
45252,衣服,0,缩水缩的厉害 都成肚脐装了 ！,18.00714736093532
40423,衣服,1,质量不错 版型好看 穿上很舒服,3.116616308087492
5685,平板,1,联想值得信赖，坚信联想好多了,11.481519407722642
38833,衣服,1,双十一特价买的，价廉物美，不错,5.127374539940851
16655,水果,1,多次购买，性价比比较高的苹果。,5.38847656311578
26299,洗发水,1,非常非常之好，非常感谢京东，,7.678749854845876
61157,酒店,0,外部环境不错，内部环境有点差,2.6769095585973135
32495,洗发水,0,觉得不好，想退货麻烦，就将就用,70.2152469464741
35611,热水器,1,到货挺快的，师傅安装也挺好的。,6.9530866225052845
33633,洗发水,0,绝对差评，差评，差评，骗人的,7.583122682136219
26553,洗发水,1,不错，一直用沙宣，用后感觉很好,10.548951341322747
39119,衣服,1,一直在京东商城购物送货特别快。,7.729045356746008
35090,洗发水,0,全烂了，差评！！！！！！！！！,15.91529732744952
36059,蒙牛,1,最好是喝蒙牛的，长的会更猛哦！,29.71170387226762
40860,衣服,1,面料不错 大小合适 穿上很舒服,4.175795887344917
43725,衣服,0,一点也不好，像***的地摊货，,8.4425601770802
29889,洗发水,1,还没开始用 不知道是不是正品呢,7.503818113094977
34073,洗发水,0,洗了有头屑，头发还出油，不好用,12.01834504780806
27309,洗发水,1,好用，物流也很快，值得一试。,5.678494567330998
17759,水果,1,物流快，包装新鲜很好，大棒了。,46.39920778228241
60026,酒店,0,环境设施太差了，没有任何服务,3.6841557395793325
7969,平板,1,不错哈，很漂亮，用起来也不错,6.07767890962133
37641,蒙牛,0,抵制蒙牛 从来不喝蒙牛的产品。,11.986885789428792
44256,衣服,0,真的很一般，重要的事情说三遍,4.610187180883643
6112,平板,1,一直都是买的他们家的，确实好用,4.619088158571872
38361,衣服,1,东西好，物美价廉，下次换来购物,30.38538580109811
41028,衣服,1,质量不错 大小适合 面料也很好,5.146162594645736
46403,衣服,0,做工都能这样 真的可以 滑稽,46.20776143233901
18199,水果,1,价格比较便宜啊，包装也很不错。,3.857063301435291
3283,平板,1,很好 流畅 音效也不错 棒棒的,6.333687437395182
10968,平板,0,送的东西太少了，摄像头像素低,5.705313257780355
31129,洗发水,0,不好太差了我洗了头皮屑好多?,40.87381000423324
45171,衣服,0,衣服质量一般，太长了 穿不了，,6.45492625161751
39105,衣服,1,短袖还蛮耐脏，舒适好洗，很好,83.64017389742553
40463,衣服,1,不错，穿上很舒服，老公很喜欢,5.6813772219815695
4705,平板,1,好好好好好好好好好好好好好好好,1.0609204165619612
42748,衣服,1,挺不错的，质量还可以。价格优惠,2.854105481122506
18022,水果,1,放冰箱第二个星期苹果就有点烂了,4.761265526106795
3645,平板,1,给老爹买的，足以满足他的需求,4.640404119929969
13891,手机,1,价钱可以，外型不错，铃声挺大！,19.89658243366273
43342,衣服,0,垃圾东西，和图片上的差别太大,9.995297439545965
31093,洗发水,0,我的东西应该25号到今天才到,8.892622245684015
43023,衣服,0,做工很差跟图片不一样不正品。,71.50390539925122
3234,平板,1,很不错，家人很喜欢，推荐一下,3.2638416916671273
46035,衣服,0,其它还可以 就是拉链会露出了,27.810108024521227
16187,水果,1,苹果香脆，包装良好，配送也快！,22.567197371264474
44061,衣服,0,面料很差，跟描述的一点也不一样,7.671105478146178
38363,衣服,1,发货速度挺快的 、质量还不错。,6.445205621622616
13290,手机,1,"很新潮,很适合学生,外观好靓",11.013634760107388
45238,衣服,0,裤子很差。穿上一个星期就开裂了,13.766819365451616
3670,平板,1,质量没问题，正品，价格一般！,6.793050309880115
47775,衣服,0,不怎么样，出汗后衣服褪色掉毛。,6.640309915554366
30389,洗发水,1,还不错，家人都一直在用这个。,4.197285418396056
44674,衣服,0,哦，申通啊，没什么好说，差评,44.35855041868367
35916,热水器,0,连个软管也不送，尽送些没用的,77.70662634685915
35432,热水器,1,好评，第二次购买了，物美价廉。,9.525011239844899
4222,平板,1,帮帮哒，和想象的一样，点个赞,10.659509584576478
36609,蒙牛,1,蒙牛总裁长得大气~说得客气啊~,90.20908788844099
10483,平板,0,好不好用买了才知道，香菇蓝瘦！,3.8841770343350803
42024,衣服,1,颜色不错，大小合适，面料很好,4.200324758944992
31082,洗发水,0,洗的头皮很痛，用了三次不敢用了,9.319283154743179
57492,酒店,0,差差差 进门去门童都不搭理人,82.27940476626998
20143,水果,1,多次购买了，包装完好，大小均匀,8.641597531912126
40983,衣服,1,质量不错 面料不错 老公很喜欢,3.806689463356782
27378,洗发水,1,京东六一八囤货囤货囤货囤货囤货,11.702600751031627
25324,水果,0,好小，很不划算，最可恶是有烂的,60.33989113771187
9552,平板,0,快递挺快的，产品就是太卡了！,19.597222844950398
38755,衣服,1,裤子还行，物流太慢，七天才到。,12.463123428853192
43141,衣服,0,描条形码找不到该商品，应该假品,62.63574739344589
39886,衣服,1,挺好用的。摸着也舒服。喜欢。,5.20562910141435
19462,水果,1,很好，味道好，包装好，物流快。,3.301185059965623
3349,平板,1,网速特别好质量也可以电也经用,64.2783502135577
44886,衣服,0,真实在 取消订单了都把货发来了,11.656429557539727
43397,衣服,0,什么质量，太次了。边是扎斜的。,99.5900179029076
59999,酒店,0,没有窗户的！闷S！没有下次！,84.95954636099265
25216,水果,0,很糟糕，潘忽悠！不会再买。。。,47.31095340030336
6836,平板,1,很省电，听音乐的音色也很清晰。,3.7381225922426475
10592,平板,0,我爸说不是很满意，只值三百多,11.309219418088704
30490,洗发水,0,质量不好，洗过头痒，要求退款,29.516762664473852
27055,洗发水,1,神速，包装完好，看起来是正品,14.50068572288711
38458,衣服,1,什么都好就是没开洞，其他没的说,14.33583113966621
35700,热水器,1,还行，就是太远了，物流走了4天,13.531042168626378
33957,洗发水,0,感觉和超市买的不一样，像是假的,6.346926963236399
46128,衣服,0,说实话，衣服太烂了，谁买谁倒霉,4.836739131874683
33178,洗发水,0,没有生产日期，不知道怎么办？,3.793105685551353
11235,平板,0,给的是2012.1.9日的旧货,37.28992424803762
45098,衣服,0,裤子脏 其他一搬。不想过多说,230.05981934102988
3865,平板,1,没得说，性价比超强，超好用！,7.893160971316138
41666,衣服,1,裤子质量不错的，穿着很舒服啊,6.608831250060777
43294,衣服,0,不是很好，而且配送员没丁点礼貌,26.809663497687655
6032,平板,1,使用挺不错的，不错的一次购物,11.602184164320777
33353,洗发水,0,跟正品的气味不一样没正品好闻,4.698229410109036
7277,平板,1,打王者荣耀不卡，可以，棒棒哒。,5.647189510736553
58757,酒店,0,空调开不热！第二天就感冒了！！,15.666710883283436
41848,衣服,1,完美。穿起来很舒服。超级实惠。,6.485096626652221
6725,平板,1,发货速度快，早上下单，晚上到货,2.451126924308822
33744,洗发水,0,送货太慢了 好多天才到 闹心了,36.09993246335109
8025,平板,1,质量不是很好。不知道怎么说。,6.499806195815836
44300,衣服,0,垃圾 垃圾垃圾垃圾不想在买了,5.218833543438783
8797,平板,0,手机坏的。要求换货，没有人收，,33.68053598801897
42873,衣服,1,非常合身！物美价廉！很喜欢！,8.53763457847109
33007,洗发水,0,后来买了之后才发现一点都不划算,3.040416743546217
32603,洗发水,0,泵头都开了，洗发水也流出来了,15.978812728554013
7136,平板,1,用着不错，性能很好，屏幕很大,3.528703759721382
16590,水果,1,苹果看着不错，很好！以后还买！,15.765773672031779
20400,水果,0,一般般。个头很小，新鲜度还可以,6.167840408701507
31462,洗发水,0,包装好小呀，完全不值这个价。,23.55402093586589
16937,水果,1,苹果酸甜可口，大小适中，好吃。,3.62150052544569
58557,酒店,0,地毯有很多莫名头发 卫生担忧啊,230.67831813983503
44074,衣服,0,垃圾衣服 很粘毛 一点都不好,75.83012978661678
17804,水果,1,味道不错、很甜、很脆、值得购买,4.094057507535912
46916,衣服,0,有破洞 这家店的东西真的不行,9.856081386878206
46082,衣服,0,送货太慢了一个多星期来没到货,5.923195188212168
33028,洗发水,0,标签贴的歪歪扭扭的！这商品！,36.580069219756645
28522,洗发水,1,刚收到，还没用，用后追加评论?,44.13388045662295
29861,洗发水,1,炒鸡划算，买了囤起来。京东给力,29.42115221822762
24275,水果,0,不是富士苹果，一点水都没有！！,11.881195237289637
5478,平板,1,给老人看片子用，实惠好用！！！,33.791449613362815
3709,平板,1,很不错，国产的平板越做越漂亮了,5.177936952513138
43794,衣服,0,颜色跟商品图片严重不符 吐血了,28.81441560068248
30845,洗发水,0,不好，洗头了长头屑，不会买了,81.66389074778611
38190,衣服,1,良心话，这件裤子真的是太好了。,11.182095198757247
43215,衣服,0,差评，M又大又长布料差不行啊,136.79039671266082
44658,衣服,0,不值这个价，做工粗糙，线头太多,6.480845001555086
25879,洗发水,1,东西真的很不错，性价比还可以,5.480996324456132
30089,洗发水,1,很不错，非常划算。618买的,9.06009460394908
33432,洗发水,0,为啥我没有赠送吹风机，差评！,29.52717999227704
30042,洗发水,1,之前没有用过，还好，感觉不错。,3.988271318302501
16158,水果,1,包装很好，送货快，果好吃，5分,40.436095017026204
37777,蒙牛,0,蒙牛卖给了中粮，国进民退？可悲,43.11906596000194
59336,酒店,0,虽然离飞机场近，不过房间很一般,14.126121972900451
43489,衣服,0,码太大啦 尺码也太不准了吧！,25.968686614180804
20313,水果,1,还不错，本来网上买水果不放心的,9.07250969362382
29222,洗发水,1,价格实惠！包装的也很好，很划算,5.273730744537596
25641,洗发水,1,高大上，舒服，好用，物流快。,5.198286037777477
36655,蒙牛,1,蒙牛新包装，丹彤出品，必属精品,57.239457920862904
42676,衣服,1,都还不错买了三件，直接上图了,9.389563101475868
9494,平板,0,照相好差。。。。。。。。。。。,17.63666543600519
7441,平板,1,送老人的东西，老人非常喜欢！,2.2298932002530343
39860,衣服,1,穿着也舒服，大小合身，质量挺好,10.090257346198037
58312,酒店,0,有巴士接送机场，住宿条件一般,2.211229416218765
19014,水果,1,萍果味好、新鲜。京东购好好好!,81.3020820570004
9709,平板,0,就那么回事，说待机长，纯忽悠！,16.84242718107724
60964,酒店,0,不好，性价比很低，下次不住了,18.873591884222034
7072,平板,1,这个价买这个东东很值了，够用了,14.806368218318806
31006,洗发水,0,买完就降价，差评差评，追加差评,25.684877631802422
10025,平板,0,刚刚买来 就比较卡 非常不好,7.269743805018193
40477,衣服,1,质量很好，料子不错，性价比很好,8.016350868164078
13359,手机,1,外型倒是很不错的，手感很好。,7.087957336967746
18223,水果,1,苹果不错，京东送货及时，赞一个,10.863060065175759
5962,平板,1,看起来还可以啊，正在摸索中。,4.948892121729026
35757,热水器,1,第二次买，还没装，应该没问题,6.23478656379155
42341,衣服,1,刚刚好，裤子好看，质量也不错！,4.737549381484208
22330,水果,0,好，值得购买，用的好下次再来！,4.002584546462835
6596,平板,1,给侄儿买来耍游戏的，很强大很好,15.90027340239778
38420,衣服,1,试穿了一下，很合体，质量不错,6.6051237035453045
43309,衣服,0,看着感觉一般般，没图片好看！,7.383668925452481
29116,洗发水,1,囤货囤货，价格实惠够用半年的了,22.59855899355671
42867,衣服,1,和专卖店一样，非常好穿上刚刚好,12.88690893877862
43635,衣服,0,不是直筒长腿太瘦不是理想的购物,25.142089897411118
3672,平板,1,速度快，音质不错，完游戏挺爽,14.468296731933371
43116,衣服,0,质量太差，好像是隔年生产的。,8.77630349637348
35475,热水器,1,东西很好，我以经第二次购买了,38.07458592426435
27561,洗发水,1,刚收到货，还没用！用了在评价,65.68052872757137
47463,衣服,0,都是在卖照片 和实物差别很大,7.2765418267777005
5868,平板,1,不知道我还没用呢，用过之后再说,7.325285720169956
58462,酒店,0,噪音太大了，还他妈死贵500元,136.31011891059137
15630,水果,1,真的不错，可以试试，赞一个啊！,6.49360885513432
32894,洗发水,0,用了头发很干，觉得是假货。慎重,12.122631143663256
25809,洗发水,1,假的吗 这里怎么第一次打开漏,81.11088784151922
25961,洗发水,1,送货快 服务好 正品 支持京东,12.816902424667086
12978,平板,0,连张保护膜都不送一个太小气了,34.876571316390816
8675,平板,0,不好，会死机??有时会自己重启,14.031402593742932
7575,平板,1,发货快，第二天收到，挺好用的。,6.273071825459698
44804,衣服,0,搞个破洞的裤子，最差的一次购物,8.40396297552937
28616,洗发水,1,还没用 看着不错 价格也实惠,5.241845619693342
18665,水果,1,没有坏果，值得拥有，服务员好。,28.032261439209567
11438,平板,0,好多应用软件没有资源，差评！,8.456739482960156
5045,平板,1,东西很好，非常满意，物美价廉。,3.8411440358508524
28004,洗发水,1,包装很好，味道很好闻，物有所值,8.655002852700687
26987,洗发水,1,真的很划算，非常快，非常满意！,4.330691101837967
7553,平板,1,很好，非常实用。快递很快的。,7.009449032486725
6397,平板,1,有时间好好玩玩.看电影应该挺爽,8.991395818194908
36045,蒙牛,1,蒙牛优益c原味 真的很好喝耶,110.0909483427277
42272,衣服,1,商品用料，做工是不错，值得购买,9.90584577877801
35713,热水器,1,东西还未安装，等装好了再来评价,11.427552511895366
26182,洗发水,1,到货很快，包装完整，应该是正品,2.7587276197672383
34769,洗发水,0,不是正品 用完没有凉的感觉。,12.677506795211716
5188,平板,1,超值，超长待机，系统稳定流畅,4.023512816002833
43200,衣服,0,差评！！广州到广州用了十四天！,30.922641095435644
44805,衣服,0,唉，第二次买，却失望了。。。。,13.020979108072227
47257,衣服,0,不错 蛮好的东西 下次还买！,41.32393075769453
25917,洗发水,1,还是那个味，618买的挺实惠。,39.72224510068595
52995,酒店,1,不错的酒店~~相当的安静~~,4.4185380140038255
45674,衣服,0,居然没扣子，也不给配个，差评,200.93983644289656
40996,衣服,1,衣服很不错穿上暖和又好看修身,7.660694064226219
19983,水果,1,东西还是很不错的，水多还很甜。,18.327064568652546
46684,衣服,0,质量太差 洗了几次就起毛球了,15.907347236421646
57682,酒店,0,房间很大油烟味道，空调很嘈！,50.97017515624454
38970,衣服,1,裤子样式 很不错啊 料子很舒服,20.343100132704528
24018,水果,0,看着外表漂亮，里面的心都是烂的,7.432106474466337
40137,衣服,1,面料不错，穿上很舒服，质量不错,3.8457674405206195
33341,洗发水,0,就给一星。感觉不爽。不能再多了,20.8658144313482
3464,平板,1,东东很好，很给力，快递赞一个,24.926933036082545
44555,衣服,0,质量一般，收到货不是特别满意。,3.2364435696938574
44676,衣服,0,裤子根本就没有看上去的那么好,6.132529608974278
17763,水果,1,实物与介绍相符，便宜实惠质量好,28.939248499779417
44664,衣服,0,衣服做工不行，不透气，质量太差,10.032574799129488
41332,衣服,1,质量不错，做工也挺细致，很满意,4.22543230981758
29314,洗发水,1,一直比较信赖沙宣，还比较满意。,13.857541013031886
47055,衣服,0,没感觉很好，上当了，是小脚裤,16.723443301333482
7147,平板,1,值得信赖的产品，一直在京东够买,8.750979377023276
31084,洗发水,0,很无语！本来不油的头！越洗越油,7.482585602653985
20267,水果,1,很新鲜，个头不大正好一个人吃。,6.028739227585309
60396,酒店,0,服务态度不好，周边环境还不错,9.260279630605027
6803,平板,1,还没用，连一个平板套都没送一个,10.642371302020113
42931,衣服,1,样式不错，很暖和，穿上舒服！！,13.494734992069088
7247,平板,1,好用，非常满意的购物，经常买的,8.076844797552248
3783,平板,1,还行，包装的不错，发货也很快,5.431466924280233
15841,水果,1,京东生鲜自营送货快苹果挺脆婷婷,53.67453788992017
32916,洗发水,0,太稀，像假的，味道也不是很好闻,11.322346228687605
8983,平板,0,这么吝啬的店铺不会在让人光顾的,29.85208492195209
46247,衣服,0,你的快递是从太空的发过来的吧,13.754136671109938
45227,衣服,0,一般般，跟图片差别很大。假货！,18.161773292750713
12969,平板,0,写的送高清钢化膜也不送，骗人嘛,126.97458348750597
31850,洗发水,0,货还没有收到，怎么显示已完成？,2.448812684187141
6929,平板,1,第一次在京东买平板，很不错，,3.8128846041534046
4911,平板,1,清晰度差些，这个价位的也不错了,16.463355856540353
47377,衣服,0,垃圾中的垃圾， 七八十岁的人穿,13.363210222341369
42865,衣服,1,大小合适，做工精良，没有异味,6.759763905789097
30824,洗发水,0,说多了都是没得用的 一般拉啊,26.601592772846814
23631,水果,0,极度不满意，好多碰伤，无语了！,52.55630763412486
44512,衣服,0,穿着不舒服，不是棉的。尺码太小,25.584208200877377
40503,衣服,1,货已久收到 很不错 合身 好看,40.68856037991193
30431,洗发水,0,包装不错，质量真不咋地！哎！,12.298091061568439
39770,衣服,1,质量不错，大小合适，穿上很舒服,4.340002323185074
46530,衣服,0,骗人的！好评返现都没有！！！,66.76322489606572
33780,洗发水,0,好垃圾 洗了之后头好痒 还好油,12.653754603459783
13423,手机,1,特别之处就是外屏幕的闪电屏幕,14.123736714234191
16875,水果,1,物美的苹果，真心好吃。京东不错,13.883006419289638
17939,水果,1,快递京极速。水果新鲜甜脆可口。,28.79627054274642
34110,洗发水,0,比想象的小，，还没使用货，，！,38.2722455047461
10649,平板,0,还好吧，买了十台，过两天就跌价,14.479453097410936
7713,平板,1,华为荣耀的粉丝，产品真不错。,4.248612696687115
45416,衣服,0,这才洗了一次，纽扣就能洗掉了！,12.11879433404634
3292,平板,1,宝贝已收到，还不错，物流夜给力,83.74281717428045
5162,平板,1,在用，问题不大，可以，性价比高,4.9502337689480695
27623,洗发水,1,包装好，还送伞，买一次，管一年,19.8714877760262
35323,洗发水,0,没有期待中的效果，不怎么样！,6.117376262431245
45460,衣服,0,不错 款式新 面料好 值得购买,30.760610689318664
9641,平板,0,华为产品，十个有9个裂屏幕的！,46.42685615120523
42833,衣服,1,物超所值，质量不错，态度很好,14.558442999865422
28785,洗发水,1,还没用，试后再评价，字数不定,23.953502897873374
58314,酒店,0,房间内连洗发液及电吹风都没有！,11.79870519060662
26046,洗发水,1,比较实惠，洗完挺柔顺的一直用,17.3347869740525
31119,洗发水,0,全假货，还不能退，京东都是骗子,5.080898159634562
16920,水果,1,很好吃，脆甜，是我喜欢吃的味道,3.6021055323814846
34326,洗发水,0,买好第二天就便宜了*，不开心,36.89181691051621
40958,衣服,1,货已收到；商品的质量真的不错，,8.023559123747903
7343,平板,1,东西应该不错，帮朋友买的！！,14.21179858605462
34421,洗发水,0,越用头皮屑越多 应该不是正品,15.59848717288012
26523,洗发水,1,大品牌，用了很好用，好评五星,4.7407810683299045
20597,水果,0,很硬，一点也不脆，一点也不好吃,4.174772235477937
47033,衣服,0,太骗人了，实物与图片差距太大,4.593027027982327
34665,洗发水,0,只能对京东无语，到货就降价了,20.80820507057135
35294,洗发水,0,来的时候包装开了 不开心 差评,52.82340632444706
5369,平板,1,京东自营物流快，货真价实！赞！,21.54309240746844
10401,平板,0,用了几天，感觉此机有质量问题,5.026896262611411
12037,平板,0,店大欺客，物流慢，遇事推诿扯皮,12.836554606588882
40754,衣服,1,衣服挺好的 是正品，纯棉的。,21.778504213323234
25300,水果,0,不咋地，特价买的，价格也比较高,11.359788696364266
27423,洗发水,1,用着还不错，还会再继续光顾的！,6.879480123434826
8353,平板,0,不赠膜，差评！！！！！！！！！,13.544388524554037
47390,衣服,0,吗得，图片与实物不符，丑的一必,73.08678504867291
25895,洗发水,1,送货速度快，商品质量好。好评,7.25810753320722
38007,衣服,1,质量不错，尺码大小合适，很喜欢,4.273061659874702
43321,衣服,0,很不好，很不好很不好，千万别买,2.161812467115586
44940,衣服,0,还可以，就是不知道能不能起球,5.2376078978338665
46124,衣服,0,无法用语言形容我内心的愤怒?,5.417667369922108
44924,衣服,0,裤子没有写的那么好不值这个钱,15.043638376244246
4332,平板,1,放在手上刚刚好，电池容量很大,4.424337227119513
40023,衣服,1,老公很喜欢 下次还会再来的哦,8.962695726969327
38475,衣服,1,质量不错 老公很喜欢 颜色也好,5.74320938311709
29598,洗发水,1,东西收收到了，一直在京东购买,8.851674037998938
32548,洗发水,0,还秒杀产品，跟平时一个价，垃圾,4.682138351322202
28820,洗发水,1,物流很快 是真品 十个字十个字,27.892750046611855
40905,衣服,1,第一次买，纯色的，感觉还挺不错,4.558650234530454
43571,衣服,0,这商家能把客户定的型号发错了？,26.668029408669764
9717,平板,0,想问一下，，耳机呢，，，，差平,24.949293990114743
12923,平板,0,好差，玩了一个月声音就变小了,9.060717180201435
5413,平板,1,很好很满意非常不错啊啊啊啊啊啊,5.887781622837263
9820,平板,0,电池电量，通话信号不怎么好！,8.936914423505952
43317,衣服,0,差太差了，跟照片上的完全不一样,3.007904293748048
27601,洗发水,1,很好很好很好很好很好很好很好,1.6094975701477336
58218,酒店,0,太偏僻，吃饭的地方都找不到！,3.8901020074560866
47498,衣服,0,商品质量太差，才穿一天就死毛球,41.16253075927471
59948,酒店,0,太吵了！受不了！隔音设施不好！,8.164173535259279
38534,衣服,1,不错，包装好，快递快，物有所值,8.274397787953038
40089,衣服,1,简单的基本款，什么时候都可以穿,4.986791633729338
34996,洗发水,0,只能说差不想说了…果断卸载京东,64.61005528047129
28961,洗发水,1,囤货的，看起来很不错的哟！！！,17.23938248720813
38434,衣服,1,换的大号 还不错 大小合适了,23.510118969623477
18201,水果,1,比我想象中好吃太多了！下次还买,29.789891475047305
35508,热水器,1,物美价廉，老板服务态度很好！,6.889081281212426
35496,热水器,1,感觉还可以吧，对得起这个价！,13.992349628237262
31589,洗发水,0,是不是假的啊，起头屑，有些失望,28.583502248163146
18924,水果,1,个头比较小点，其它价钱有点贵。,5.5207530435908945
57101,酒店,0,老酒店，地毯脏，上网在走廊里,40.981856917490326
42176,衣服,1,物流很快，拿到货看了后很满意,13.875819278028308
42337,衣服,1,还不错，有弹性，裤型也好看！,8.493246910061682
9022,平板,0,一般一般一般。。。。。。。。。,1.85413218227079
30621,洗发水,0,这次发货速度慢的有点惊人了，,9.53413312370178
47921,衣服,0,感觉不是正品，像旧货市场的。,17.3016043612793
9444,平板,0,买了没多久，就降价*，郁闷死了,13.0001934796575
43798,衣服,0,做工实在不敢恭维，线缝的不好,25.296746103776027
20197,水果,1,即使不好看的，都特别甜，新鲜。,13.050529279953404
